assessment_id,student_id,educator_id,subject,domain,score,assessment_date,assessment_period,learning_objective_id,notes
86ab8965-ef12-48de-9f2a-059cb3db358b,8aa97a89-e8fd-4960-9317-12f9a9540c37,cfe7ab14-8764-4074-9f65-aa7d8e890983,math,operations,1.4,2024-09-18,fall,40e5fbd3-df9d-46ec-bf7b-5e86d16a2bcd,
27354d73-83c9-4299-bf78-703eb0beee3a,b1af705e-0a57-449a-a62e-ac44b4592436,981ed76c-3010-4f48-9d56-1777150bfeed,science,inquiry,3.2,2024-11-30,fall,da11c031-83ab-40a9-a7db-0a804520e43e,Consistent performance across multiple attempts.
061ad319-6ca0-4d50-868a-59c688eeea6e,2f4fb931-b734-477c-9df8-cf295b930ccf,d2050269-15a0-4532-b71b-629fb9de5aa6,physical,coordination,3.6,2024-07-02,spring,dfa4e4c7-3da2-4bb5-8d3d-39a6be89c19a,
aadc4b87-95e3-4f1f-b4a2-c5e926ac08b4,03dfc61c-fa5f-4787-a17b-94bc192f651d,d500f700-8447-488f-8236-251f91e96668,social_emotional,empathy,2.7,2024-07-21,spring,8fbb8aa3-0848-4214-a045-cc9d3321181c,Shows enthusiasm for hands-on learning activities.
7707a691-588c-443a-aeae-8effef0338f0,f46b07e7-ab62-4b02-a9fc-f608af589a33,d253ef65-fa40-42fc-a4f4-8d45e88395a2,literacy,phonics,1.8,2025-09-22,fall,1a2c9205-b65c-4df5-9032-93dab0c595ed,
b37b7665-1cf3-410b-9bfc-5307fad5f68e,2a378ccf-fee5-49df-983a-78e083bbc6a2,2d2b4a43-9555-4c79-8372-4602c5d11635,math,counting,8.7,2024-04-19,spring,cb8e3839-5409-41d1-90cc-0dd6d0eab990,Needs additional support with foundational concepts.
035bda9f-3bdc-4736-b464-7ea70eda94d7,bb76e7a6-f00c-4185-a7b4-a55690071ae5,b337a6f7-bf45-4404-842f-e66df291c57f,math,patterns,8.6,2025-01-18,winter,76ac4272-4761-48f1-9eae-079ac71cfd84,
531f1ae0-d76d-4c93-a7b8-3a8f0868d890,1635415c-2857-48a8-b6ab-3d2d5a79f023,f52a0ef4-e058-4690-9829-cf4dfc61df28,social_emotional,conflict_resolution,4.7,2024-10-01,fall,0ca53fcd-39e3-4242-abe9-83b7e3a4d8b4,
be95867a-a084-479c-a404-71975ba57095,28979ca9-87c8-4fbf-9916-cb852f11f32b,97636e16-3e00-4268-9b6d-23ccc714448e,math,measurement,4.8,2025-09-21,fall,1bdff18f-a56f-468b-ab38-966621ddbb32,Needs additional support with foundational concepts.
34083485-d31d-483f-b96b-5b96b1a5658a,6e060e55-acc2-4b36-bb6e-6536a0870dd4,4221b94e-10f4-4aa4-b624-7c4c39d67c60,math,measurement,2.0,2025-04-07,spring,b3a2b6c0-13be-4135-a9b3-4ee718339869,
35b98a51-cc1d-44e7-ba7c-bcf0f9007fdf,861df5e5-ba9b-43dc-a2e1-e9e95dfcd0da,dd03888f-1000-43e3-b6c6-1f634a1682b4,math,geometry,4.2,2025-03-25,winter,f8b9cd7b-8338-45a1-ab11-63f38a980de5,
2cb98da0-7ebb-4d4b-8718-4a0d6d4fbd1b,ddc54547-22d9-415e-9e5d-c3f90c504c88,dd03888f-1000-43e3-b6c6-1f634a1682b4,math,measurement,4.3,2025-06-15,spring,9eee9aac-a591-4ec6-94dc-7c55eb4d623d,
a366813c-0f11-4304-8185-65d01c4887f4,83690cc8-89af-4654-9694-ff1991cb6dfe,2f1bc608-1121-4a3c-807a-6b2fd698a548,literacy,phonics,5.3,2025-07-07,spring,b059913a-e87a-46c3-a312-fad912dd66f5,Needs additional support with foundational concepts.
1f4a68df-901e-4776-b096-e55088c7f85c,5263e903-c783-44a8-b0a3-a764c6fa63a3,7fe73a07-3e4e-48cf-ac38-74c945b55cbe,literacy,writing,5.1,2025-03-14,winter,4f2d2728-5b0d-46d7-9cc3-d4b20b57c4ef,
d7b32e5d-68d8-4aca-a476-98aaec61b713,1fcf2cda-e0f1-4da9-9a1a-793a5e2ab6bc,384e2589-f6bb-4d95-82e9-337ec33584cd,literacy,writing,3.7,2026-01-10,winter,469d52b0-c02b-4bc1-9bb6-c856c4179d1b,
b1ee002a-6412-4474-8b69-c12e599da04d,bc9b2d69-d0d7-4bbc-b45c-8b5090d7674f,2d2b4a43-9555-4c79-8372-4602c5d11635,social_emotional,conflict_resolution,3.3,2025-12-22,fall,ab022529-db87-4c52-ad13-93f25a6a46b5,
18fbe41a-4992-4254-b5b4-de1f1414e5b2,df0f6acd-488b-4280-826f-281630e03536,4e175f53-8c4e-42bf-b427-224cfcd1c9fe,literacy,vocabulary,7.5,2024-06-26,spring,533a962b-4003-4f4b-afda-ac164c931447,
a56cc0fc-2594-4ccd-8c94-7ae268ab9013,f1ef5eaf-e5dd-41ba-bbfe-3656f256383e,05dfbc50-400e-4cb1-961e-dec1ce9dc2d8,literacy,phonics,8.1,2024-04-09,spring,ffc87ac2-9fa6-4cf7-8a40-601f55ab1db4,Shows creative problem-solving approaches.
a28b40d9-b7ba-4189-8830-288ee7d9908c,fea7d7b4-4a0d-42ea-8445-8fbdcceddfc9,9078187c-ce6d-4d92-bd37-a3c33035e95b,literacy,phonics,6.2,2025-11-24,fall,6511ea23-c73a-43b3-8a49-07076d086d8d,Excellent progress in peer collaboration activities.
f92758ab-c4e9-44ed-bf27-cff9de970f1e,36cd9064-fdc2-491e-be0d-db2b5a96f09e,b337a6f7-bf45-4404-842f-e66df291c57f,science,earth_science,7.9,2025-03-02,winter,c475a8e2-fbd0-44f7-ad48-1f3b3eba54e7,Student showed strong engagement during the assessment.
ec0b5d52-5062-4dcd-9a26-992e118ad60d,47a84d1f-074f-4fe5-aa2a-334e111ae764,26c07552-dd48-4d9a-b8ff-eb4b554cc462,math,operations,5.2,2024-05-07,spring,40e5fbd3-df9d-46ec-bf7b-5e86d16a2bcd,
3e45b7ae-b712-47e3-a7ad-b0ced9ebfcc5,0299cbfa-1358-4d14-9947-1a587002a14f,dd03888f-1000-43e3-b6c6-1f634a1682b4,literacy,phonics,6.5,2024-10-06,fall,ca6bc2bb-fb97-4593-895e-31f02fdeaf6d,Shows creative problem-solving approaches.
bc3c5021-aa8b-4d1d-bf6b-fd8088a0beac,01baa7e6-7629-4815-a031-81d19cddb38b,626b5ba1-962e-4bc3-b307-8011211cc23c,math,operations,4.1,2025-04-30,spring,490bcba6-b885-4cfa-b3a9-f1bc9a2ad66a,
74c7d660-b631-4d95-beac-8b97b8baa432,cc813c9a-a3dd-4b55-b114-459ef957b9f4,77d9058c-1ca5-46c5-9841-5d8524ab23c6,physical,coordination,8.7,2025-08-27,fall,91bd8234-3fef-4979-a060-ac24de79d368,
e8a0e90a-299a-47ad-b28f-a14449c43737,8ad560f4-b265-47f6-8b16-fdf8fd32db78,17fb546c-b32a-4706-bced-59ed2f685509,math,patterns,7.3,2026-01-15,winter,31e6d1d9-e628-4330-8164-e9e9759556aa,
80aa2a07-5b3b-4ada-b7bb-d1dc564043b6,095d4986-b794-44ec-a5dd-161f73b31f43,b337a6f7-bf45-4404-842f-e66df291c57f,physical,fine_motor,7.0,2024-09-03,fall,3b1a7c57-eabd-404e-b3cb-f8a07572b398,Making steady progress toward learning objectives.
7b524ff0-d589-448f-a730-c8337b45e6c0,f764b4b2-56fc-458d-90d0-269b7319d688,a782458d-fa24-462e-a61b-140fa8994427,science,earth_science,2.7,2025-01-22,winter,65da26ea-c19f-4aae-96c8-95c0b04e4386,
5f5338a8-0bef-413a-bb5c-d9e9c3b1cf0c,e3ee3bbe-3891-46aa-8055-b8b08d1f43c0,55ef8cf8-d989-4aa3-8787-4aa9dd49e991,literacy,reading,5.3,2026-03-28,winter,acd6f0b0-aa35-40bc-85e1-9247102fc2c8,
0a3b2e3d-2785-439b-89aa-dd6f1fd85c94,584ea6a6-ace6-48a3-98c9-ff21d694b411,5cff8283-b8fb-45e4-90b0-ec4f66d47486,physical,fine_motor,2.6,2024-08-10,fall,38ecf6ec-f4c7-4854-8b0e-cfdf58a4450c,Student showed strong engagement during the assessment.
9402ee05-da4d-4783-92a9-16ea7717e446,a4736719-428d-414c-b9c7-b49f0f7010c7,916d2427-b6c0-4fd0-bf2b-ff8eb7427152,social_emotional,relationships,1.5,2024-07-06,spring,0431bbfe-ea38-48ce-876c-13e9bb800751,
29c67d6f-20b0-43e0-bd2e-e95e81d44eb2,2502fc6b-503c-404f-8579-edb3c3ee3b12,32c9da60-cd8e-4d8c-9bd2-bd98b070c2c7,math,counting,3.1,2025-06-02,spring,4b314d63-2602-4f80-b7c3-66018fc4b021,Making steady progress toward learning objectives.
1a45d0c5-1c11-4e31-a8fc-569992bd6521,fbc23925-c457-47bd-b45e-90ab19baf7cf,474287b5-f5dc-4c9e-a459-91e41ef833fc,math,operations,2.3,2025-09-30,fall,9ed0a0c5-3317-4c72-bed6-5677ec62d3a8,
a5ed44c0-9b68-49ef-a187-a3bd1deb9cdf,eb4db39a-d6eb-4b7d-a213-5c47b2654816,aad1d70d-b69d-407c-9041-524d7a38d539,social_emotional,cooperation,4.6,2026-02-13,winter,6a8a5cbb-80ac-490d-b12a-b107bad5b9d4,
e1325bc8-c729-43cd-9c72-3947531538d7,1bd53e83-5f92-404d-85e7-2bc0b5eee102,f70d0d76-ce74-4d05-8ce8-427d95212437,literacy,vocabulary,3.1,2025-02-25,winter,16baebea-6b02-4655-a269-d259ba2477f4,
434dd476-f654-47e5-94ec-89183059a505,3a5167ca-dadf-4486-bda1-1a0eb8ff12a3,b40034a2-072f-4ac7-b76c-e0f04e53338e,math,measurement,2.1,2025-08-11,fall,b3a2b6c0-13be-4135-a9b3-4ee718339869,Shows enthusiasm for hands-on learning activities.
1ac2f928-9a74-491b-a170-3497b4e71e0b,832b8700-5d14-40b6-9874-c859d841cede,d500f700-8447-488f-8236-251f91e96668,physical,coordination,1.7,2025-12-27,fall,91bd8234-3fef-4979-a060-ac24de79d368,
30294c9e-03e2-4d03-a56a-1b936139f77d,84e4ceb9-2557-46fc-aeab-dcc7cdb4f090,c9a63b78-381e-4093-87e7-48eb245a13fc,literacy,comprehension,8.2,2025-04-29,spring,1e80ae4a-463a-4964-b2b6-fc7f29864e28,
b49eee3b-8edb-476a-a0aa-30cfe7ea2af1,b859b152-e329-4bb7-a936-2f178bea0bb9,c0305dc5-e097-466a-b084-2503dc2f4d64,math,operations,5.4,2024-05-27,spring,b299790f-9f9c-4cf3-82b8-9be6aa3ef89f,Demonstrates age-appropriate skill development.
e2ece3a0-925b-46fa-9781-8f15eca7a29d,6cc67e22-fee6-4785-80c4-6eac48a378f3,b1656745-4673-49e0-87f1-10515abb812d,literacy,phonics,1.5,2024-09-29,fall,1a2c9205-b65c-4df5-9032-93dab0c595ed,
01869e00-4b2b-464d-8cc6-0e5c778741b2,70c9cf76-38d0-4598-ad1b-0f459a4316ab,f902e3ea-25f5-4647-b9a9-f7de0eed5750,social_emotional,conflict_resolution,8.4,2024-11-11,fall,ab022529-db87-4c52-ad13-93f25a6a46b5,
c68546d6-635c-4ad8-937b-244137a74d62,bd1a90ae-c7a0-4330-a6fc-00c84d6523bb,6260106f-3e34-42fe-8756-fd86f834405b,math,patterns,2.4,2024-10-06,fall,1d837849-9464-4147-b6b3-9b6369f7fbc0,
03c86d52-bbc4-4282-bfa6-f15d0eda90f8,738d5ab2-7cb0-4c99-8597-9de1109be0a4,4e175f53-8c4e-42bf-b427-224cfcd1c9fe,physical,balance,8.1,2025-05-29,spring,29c759ee-eeac-46c6-83a0-37d5631ebe36,
140d0337-a0eb-4770-b4ff-5339baae98a7,0d2bb17a-fe3b-4e6a-9ec8-dddbd9cc5e53,d500f700-8447-488f-8236-251f91e96668,literacy,phonics,1.6,2025-11-23,fall,7864e9ef-fa79-4a17-8cf7-e438532b0cee,
f0c7ba4f-4930-433e-9277-f95e8bced049,44fddbb8-8de4-4619-a0cc-6d4c40c25326,38b66615-d638-457b-baab-50e77902db69,physical,coordination,8.2,2024-12-01,fall,91bd8234-3fef-4979-a060-ac24de79d368,
10c357d0-c51a-4ca0-99e2-24df162e7194,bc9b2d69-d0d7-4bbc-b45c-8b5090d7674f,f9e3ff00-b817-4c87-b9a1-8f887d811d21,math,counting,7.8,2025-11-15,fall,4b314d63-2602-4f80-b7c3-66018fc4b021,
b0d14447-04d0-4035-81fb-4df560ba7d42,4a4e4ea6-e303-446a-bcf4-58da1756b545,dd03888f-1000-43e3-b6c6-1f634a1682b4,physical,coordination,4.3,2025-01-01,winter,dfa4e4c7-3da2-4bb5-8d3d-39a6be89c19a,
88394ff7-320c-4e86-9457-09ff74829248,7d16b58d-85fe-4f0c-b1e6-9606b3e96d04,e97e84e4-8499-40d7-8225-917bf73b359c,literacy,phonics,2.8,2025-08-20,fall,ca6bc2bb-fb97-4593-895e-31f02fdeaf6d,
ec7c5269-8d66-49cb-8f41-aeebb662c333,5b4c31e4-2c58-4f6a-a0b6-2a13cc3956b9,adf13893-67a2-4419-a4bb-3519b75a9218,physical,health,3.7,2025-11-08,fall,6523e009-4eb3-43c5-a151-39e107b5afec,
c64b46c2-6b23-45c6-9286-d34116a7b184,05c13456-2e96-403a-9c9e-aa0bd2b0af13,f52a0ef4-e058-4690-9829-cf4dfc61df28,science,physical_science,6.7,2025-12-19,fall,b6f9cf6e-5e54-4184-9987-5827ce36b0e3,Demonstrates age-appropriate skill development.
f4c564d6-4071-4470-a073-ce671058aa5c,7e43a2f7-c2e5-4d15-a32e-db7295a94aac,d7075a5a-3849-4bd2-8434-9333d78498b3,physical,gross_motor,2.5,2024-04-05,spring,eebc429f-32ec-46f8-8d36-c311c13a1bef,Demonstrated improvement from the previous period.
101af21b-10b5-4aa7-8ba3-e73bfea45171,e0415f53-92a9-4ddf-9af7-ec8df1c6301c,df708ecb-eb55-4386-b4cb-d71bd1d6c020,literacy,writing,6.3,2024-12-11,fall,823d752a-3f5c-4e8a-a53e-beb92b42cfb2,
f6585ed9-dce1-45b2-b0bd-7df86386de38,c6e4bddc-8031-470e-be5b-02b06814a153,bd3ceeb9-1743-4c5d-a28c-f5d26cc8de26,physical,fine_motor,2.7,2024-07-27,spring,04efdc1a-cc5b-4376-bbda-9ff44ff1b8e9,
617956fb-5e25-4971-bdb6-22e31de7406c,03dfc61c-fa5f-4787-a17b-94bc192f651d,f0c2e487-7b90-4fa5-9dbb-3d6eb34c91ae,science,inquiry,8.6,2025-10-26,fall,da11c031-83ab-40a9-a7db-0a804520e43e,
08adc1fd-5446-4905-a759-096475f74e0f,23800e6f-b192-4a5d-bb01-56c226f0876c,ba5df66c-026f-448e-b657-858293964f67,math,operations,7.0,2026-02-23,winter,9ed0a0c5-3317-4c72-bed6-5677ec62d3a8,Consistent performance across multiple attempts.
afaada38-f7c8-4a4d-9432-5661e120aa17,08c264f7-fe64-43aa-884f-0e481ffe8378,82e343e1-2ee6-40d8-a3da-0e3548edb44a,physical,fine_motor,5.4,2024-05-28,spring,04efdc1a-cc5b-4376-bbda-9ff44ff1b8e9,Student showed strong engagement during the assessment.
dc671d6d-381d-4f40-baef-871fb81071d6,3d0d4257-730f-4222-bea5-9a237389a2e9,1613a85e-5f21-43e0-8fba-7455e4a3e5d1,physical,gross_motor,5.9,2025-08-16,fall,c846eeaa-7055-464a-9165-13a4b7813c7d,
3e680c97-32a0-428c-b17b-524663980e8b,e4bae184-533e-434f-ab31-38dc5bf65e00,3a1cbffb-09d4-48e2-a14a-1a906a4a5af4,physical,fine_motor,7.9,2025-09-03,fall,0275a99f-7f70-4ea8-9580-36fb5ffc56ce,
e148a19b-6bba-41b0-8de4-235a50594bc0,7bf1d9ae-8860-4c4c-a94b-f23528db58d7,1eb14247-0f79-43bb-9454-51b43d262d78,science,physical_science,8.0,2026-03-25,winter,678b9963-3102-4d7f-96b7-1d0e7fe7a45d,
a02eb5fb-5f0d-4bf2-8341-9af9337c16f0,3b55f122-10df-4c62-9e64-3e2814881557,fa62cd11-2df7-42f3-be68-9908454ba0f6,science,observation,5.3,2026-01-15,winter,7036d925-a6b3-4283-8bc6-80630c83da4e,
347c8dbc-b01e-496b-8f73-4150b0cbb054,232c55e0-6d34-4d86-a1ff-0e97fdf4a0c2,785ca6d4-d50e-44fc-9ccb-7a9e9a03befa,physical,health,8.8,2025-01-12,winter,6523e009-4eb3-43c5-a151-39e107b5afec,Responded well to scaffolded instruction.
7b810be0-974c-4565-b91b-4ba06a812038,203316b7-1a84-4496-8b75-dfaa2ede304f,cb916474-8f4a-43a9-a28e-685536b628ee,social_emotional,relationships,3.6,2025-11-11,fall,61e1a505-273f-4af4-adb0-9abd431a3ac6,
a1e7cf46-19d1-4ecb-b293-aad083d0ddc4,73cfb201-57e0-4d37-a183-413e0e04b5b3,1e845cb6-b106-42cc-812b-1e207f3fd108,math,measurement,8.2,2025-11-08,fall,847677a1-fd27-45e7-bd9d-6eab05952f67,
bdd24448-1f8a-4536-994a-242ecebb75f1,2f02d915-a350-4fda-8244-3e6f60119e76,e1db07c0-09d2-40b8-a7a8-fca457abb4fa,science,physical_science,5.6,2026-01-21,winter,39de4e1c-1c5a-4428-a2d0-84b2cc5050c0,
52652044-6e85-4cec-99fc-1cdefef77f72,b859b152-e329-4bb7-a936-2f178bea0bb9,792d384e-c265-4f5d-a410-d6b76569874b,science,inquiry,6.3,2025-03-25,winter,744566c8-bbf5-4ed3-b3cc-356d86b3bc13,Excellent progress in peer collaboration activities.
887cb4c3-3569-41c9-a0a6-f64e75c4f5fb,6e060e55-acc2-4b36-bb6e-6536a0870dd4,ca3409c0-3d6e-4592-8282-c0353e0ab595,social_emotional,conflict_resolution,2.5,2025-09-08,fall,c4ac7bbc-2767-43f4-96d4-a9054c1acfb7,
f9fe39d1-59b7-4894-bb07-aae12ad7977c,e98a7f41-7814-4af9-a56d-965d99bdd5d2,4221b94e-10f4-4aa4-b624-7c4c39d67c60,social_emotional,relationships,8.9,2025-06-02,spring,61e1a505-273f-4af4-adb0-9abd431a3ac6,Shows enthusiasm for hands-on learning activities.
3472789e-e567-450d-9244-fce3ddb5c2fe,d670720e-2c63-43e2-83c0-656158690122,02ac616c-2abd-4451-b201-d7cea5f79e8b,physical,coordination,2.2,2024-07-29,spring,51194835-9238-445e-ae91-0266db9c484f,Needs additional support with foundational concepts.
84ede99f-d59d-4a26-a5d1-a9c331b6f1f7,5187bdfb-dc87-4e5d-82a0-bfd0b0dd67df,ba5df66c-026f-448e-b657-858293964f67,science,earth_science,2.3,2024-11-01,fall,c475a8e2-fbd0-44f7-ad48-1f3b3eba54e7,
bcf6a8e0-a438-46f5-a645-e27cab216945,e4522efe-2c57-4248-8117-c85ce821d441,2aac20fa-5c4b-49fd-a02d-d78f6ea642be,physical,fine_motor,7.0,2025-07-24,spring,3b1a7c57-eabd-404e-b3cb-f8a07572b398,Demonstrated improvement from the previous period.
442ce53c-4cdc-46b3-bd88-e5d1dc1aaced,83efe443-7400-4b05-8417-0930a963e9f2,e68b95f4-c722-4abb-946c-35c5dd99686d,science,inquiry,1.7,2026-02-21,winter,744566c8-bbf5-4ed3-b3cc-356d86b3bc13,Responded well to scaffolded instruction.
88a7006e-636c-4352-8ba3-b006dc9c4b5a,0008b00d-72e0-4bc2-8a30-052f780b69b0,85f2db56-78f6-4852-9fcc-b491703a251e,physical,coordination,2.0,2024-05-15,spring,a701feff-dbd0-4bfd-898c-8730528912a3,
7d4d2c36-4c7f-4eb0-a918-0914a0351ab7,dac96b28-342f-435b-b338-97cf9d392381,8c06306c-8e9f-466a-9c17-dcaf8ec74e3a,physical,fine_motor,6.3,2025-03-20,winter,04efdc1a-cc5b-4376-bbda-9ff44ff1b8e9,
7b44cfe9-9b69-4a8e-aeec-1bdc75bf55d7,cac3521a-e752-488b-8377-a383b3556090,adf13893-67a2-4419-a4bb-3519b75a9218,social_emotional,empathy,7.0,2025-12-31,fall,8fbb8aa3-0848-4214-a045-cc9d3321181c,Shows creative problem-solving approaches.
37d58c12-f962-405e-9651-a7d78ed6d5c1,4b2c6576-eb14-46b3-bda8-286b0ad57315,8e72921f-3952-466d-822e-46af4bb384b0,science,observation,3.7,2025-04-27,spring,29567e0d-6878-43f7-a544-1f813fa6bd37,
4ea26a96-657e-4ab1-9d88-3633166cf5a0,04b8d014-07fc-4835-ad35-be77248c19e1,e76e09cb-b027-4d09-adcd-913e0f7ad373,literacy,comprehension,8.0,2026-01-29,winter,1e80ae4a-463a-4964-b2b6-fc7f29864e28,
725f0228-3f8d-4e44-98e7-051c4d26549a,3c194dc3-8795-4902-a4e1-3eec2b751e97,c0305dc5-e097-466a-b084-2503dc2f4d64,science,physical_science,2.4,2025-01-16,winter,39de4e1c-1c5a-4428-a2d0-84b2cc5050c0,Student showed strong engagement during the assessment.
459aeaeb-638c-436d-b81f-1b59dbe09d70,f52a7793-13fe-41d1-8ff0-1968a5c2c13c,547b71a6-e434-4647-adeb-ee533ac2fa35,math,operations,5.2,2026-01-03,winter,b299790f-9f9c-4cf3-82b8-9be6aa3ef89f,
c9d56144-4a7f-4571-a4b6-73c151d13381,dfc9f306-9f32-4000-b044-2bb55a3bb74e,c77733b3-c60f-4054-a142-2287e76c0e9d,science,life_science,8.9,2025-03-03,winter,19a2c651-fd69-44ae-b3ef-70df265b6e6e,Shows creative problem-solving approaches.
d397cd2b-2191-49dd-8e38-1820ed3529e8,afcadeb5-0ec6-491c-8381-b15e1af70c74,06b298ec-5758-49f4-924d-8136f6d02817,physical,health,2.5,2025-11-29,fall,6523e009-4eb3-43c5-a151-39e107b5afec,
fcd51f32-bb0a-4dae-9cc8-f06d6701b32d,1bd53e83-5f92-404d-85e7-2bc0b5eee102,5471cf50-7707-4086-a5d0-876e30a7c604,literacy,comprehension,7.5,2024-06-09,spring,df810b10-f445-4c4c-bfbe-8cbb30659bea,
70006366-dab8-4e30-a425-62b9c40a9df7,44c0c27c-bf7e-4630-b0a6-cb5209d5afe4,991d5ed0-ea24-469c-9465-c1a9473ae61f,social_emotional,conflict_resolution,5.6,2026-02-14,winter,ab022529-db87-4c52-ad13-93f25a6a46b5,
013fd086-10ee-4d55-aec3-53dc9a04c23f,965b7101-7f20-4b6e-bba9-ce2d46f1e9a4,d7075a5a-3849-4bd2-8434-9333d78498b3,science,physical_science,7.2,2024-04-20,spring,b6f9cf6e-5e54-4184-9987-5827ce36b0e3,Demonstrates age-appropriate skill development.
91233336-b722-473d-aea2-a8de95aed877,c86d3846-8bfc-47c2-9c7c-f7053f5ee1d2,318be478-da9a-4acf-a54a-a6f5e1709d4e,social_emotional,conflict_resolution,4.4,2024-10-15,fall,36fa5566-bae6-49a5-a55d-77dbcbf285ea,
0e84d021-dc8c-4153-9fa8-64bc643209dd,294a266c-c79f-462f-ad10-2f3f93cd8098,1b34eb3c-a21a-4153-abdb-5627de04fd17,physical,fine_motor,3.5,2025-05-04,spring,c9a7243f-4847-4402-afa9-32f034440323,
e3f1802a-fa00-410e-a187-32352e275002,383d889d-fabb-44f9-983a-4c3f7d9779f2,05dfbc50-400e-4cb1-961e-dec1ce9dc2d8,social_emotional,conflict_resolution,8.1,2024-06-18,spring,32f3ae0b-cbbe-4807-8ea4-a0ba5689a8a2,
c9c7eeb4-09c8-4181-b4c2-bf5c4123cb66,0a3d355a-5e95-4243-b02e-983f6e8bcdeb,318be478-da9a-4acf-a54a-a6f5e1709d4e,math,operations,4.4,2024-05-28,spring,40e5fbd3-df9d-46ec-bf7b-5e86d16a2bcd,
93dafe61-6b79-426f-846d-90f994b85e71,e0415f53-92a9-4ddf-9af7-ec8df1c6301c,f70d0d76-ce74-4d05-8ce8-427d95212437,literacy,phonics,5.0,2025-10-25,fall,6511ea23-c73a-43b3-8a49-07076d086d8d,Shows enthusiasm for hands-on learning activities.
4b18583d-e55a-49ee-9404-47d06edd675a,3f5c3a55-9f61-44c4-9ad7-b002d53e9931,43cddaec-a986-4d5a-a239-9937383ddca3,physical,gross_motor,4.4,2024-06-29,spring,eebc429f-32ec-46f8-8d36-c311c13a1bef,
1045ee90-fcb4-4ee6-bd51-ba321cd9b9ff,bb03f107-e512-45f9-b384-4022b1a2a951,bfb72777-acd0-46f7-9c76-c9f058cb2d2e,literacy,phonics,2.0,2024-08-14,fall,6511ea23-c73a-43b3-8a49-07076d086d8d,Demonstrated improvement from the previous period.
5442b68e-0a1d-4a92-8145-247f231e1293,eab0a5d2-eb48-49b3-a2ca-34b88fb9d1af,2d2b4a43-9555-4c79-8372-4602c5d11635,social_emotional,conflict_resolution,7.6,2024-09-12,fall,32f3ae0b-cbbe-4807-8ea4-a0ba5689a8a2,
c03cf682-3a65-4077-abca-9e2b72139c6c,5fa15119-78d9-4d8c-b2fa-00364df58162,4221b94e-10f4-4aa4-b624-7c4c39d67c60,social_emotional,relationships,6.7,2026-03-22,winter,473741e3-f6d9-4975-83f8-ae077c558b57,Excellent progress in peer collaboration activities.
1b900aed-4144-4ec3-9c79-ee9535f9b906,b8915b6f-11d0-48c8-882e-759bceeff3ae,a9fea78f-524c-415f-9eaf-77292c41cc51,physical,health,3.9,2025-12-24,fall,6523e009-4eb3-43c5-a151-39e107b5afec,
5cc0186b-34cc-4d38-882c-9b396de899ec,feca8a47-9147-4f88-bc57-69746f1784f6,ed70109e-f520-43b5-8e2e-c2932e6f109f,math,geometry,4.6,2026-01-18,winter,f8b9cd7b-8338-45a1-ab11-63f38a980de5,
60e10153-70b9-40ab-adff-fca24b149785,0a9250d0-ad63-44d9-aea8-a4d6f02ee2a2,8ff4fbe4-3f94-463f-8ace-8caff75c713d,physical,fine_motor,4.5,2025-04-17,spring,38ecf6ec-f4c7-4854-8b0e-cfdf58a4450c,
d3b0c7b0-fdfd-464f-b694-dbf1a0e83e8e,019b4271-aee8-4a69-9074-1ff810e14e7d,35abe7ef-56ab-4de4-a888-fa524c914b7a,physical,fine_motor,7.7,2025-06-12,spring,761e0d58-f2a4-4367-99de-36b361522240,
0dbdc4d5-efc4-4882-b3b4-3f6817411cc6,827a6c69-a4f0-43cd-b68c-62806cee21c6,f70d0d76-ce74-4d05-8ce8-427d95212437,math,patterns,7.7,2024-08-21,fall,76ac4272-4761-48f1-9eae-079ac71cfd84,Responded well to scaffolded instruction.
b704d149-3b83-4af0-a4b1-2710478f90ed,14c9e74b-f1a8-4d4c-9597-4f66ed00f49d,0b0b5530-e938-4ebb-9bb4-68661c55b8af,math,counting,1.5,2025-10-23,fall,cb8e3839-5409-41d1-90cc-0dd6d0eab990,Making steady progress toward learning objectives.
71d8ce5e-bf60-423c-80e2-bc1bb804fddd,fe9011f2-3771-4c2a-94bf-fbceddefdfbb,c5664628-e557-47d9-bb60-0981f7ab7c59,math,measurement,7.4,2024-04-30,spring,847677a1-fd27-45e7-bd9d-6eab05952f67,
fb2dc2cf-267a-4700-9643-d6e5413e33ce,b5caa94e-6d35-4c66-a1b4-22cba73941a8,48c7fc21-f058-45d4-b6f1-d6c7513219be,literacy,phonics,4.6,2024-07-14,spring,6511ea23-c73a-43b3-8a49-07076d086d8d,Demonstrated improvement from the previous period.
391d48c1-c701-4d3e-8c41-1f7dfe8a6b70,e1e5815f-e2df-4a33-b9ea-2f6fd5df211b,1e845cb6-b106-42cc-812b-1e207f3fd108,physical,balance,1.3,2025-09-13,fall,357fea58-e817-4e07-90c5-4563775f3cb0,Demonstrated improvement from the previous period.
82c542a2-af01-4856-a21a-fc218694c0b5,dcae76a0-727d-4292-bf11-de2cb4422481,57f2465c-96d1-424e-944e-d1f4a7c6121d,physical,fine_motor,1.9,2025-07-05,spring,c9a7243f-4847-4402-afa9-32f034440323,
